OTU	primary_lifestyle	Genus	Species
Rozellomycota_sp_80	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_80
GS11_sp_69	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_69
zz_no_fungi_9	unknown_primary_lyfestyle		zz_no_fungi_9
GS05_sp_4	unknown_primary_lyfestyle	GS05_gen_Incertae_sedis	GS05_sp_4
Peziza_sp_48	soil_saprotroph	Peziza	Peziza_sp_48
Phaeoseptum_mali_1	wood_saprotroph	Phaeoseptum	Phaeoseptum_mali_1
Coniosporium_sp_38	plant_pathogen	Coniosporium	Coniosporium_sp_38
Fungi_sp_213	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_213
Neokalmusia_arundinis_2	wood_saprotroph	Neokalmusia	Neokalmusia_arundinis_2
Paraphoma_salicis_2	plant_pathogen	Paraphoma	Paraphoma_salicis_2
Vishniacozyma_victoriae_4	soil_saprotroph	Vishniacozyma	Vishniacozyma_victoriae_4
Ctenomyces_obovatus_1	dung_saprotroph	Ctenomyces	Ctenomyces_obovatus_1
Sclerococcales_sp_1	unknown_primary_lyfestyle	Sclerococcales_gen_Incertae_sedis	Sclerococcales_sp_1
Glomeraceae_sp_42	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_42
Knufia_epidermidis_1	soil_saprotroph	Knufia	Knufia_epidermidis_1
Sporobolomyces_ruberrimus_1	mycoparasite	Sporobolomyces	Sporobolomyces_ruberrimus_1
Alfaria_putrefolia_3	litter_saprotroph	Alfaria	Alfaria_putrefolia_3
Phaeosphaeriaceae_sp_3	unknown_primary_lyfestyle	Phaeosphaeriaceae_gen_Incertae_sedis	Phaeosphaeriaceae_sp_3
GS11_sp_70	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_70
Stemphylium_vesicarium_1	plant_pathogen	Stemphylium	Stemphylium_vesicarium_1
Tuber_brennemanii_2	ectomycorrhizal	Tuber	Tuber_brennemanii_2
Trechispora_sp_1	wood_saprotroph	Trechispora	Trechispora_sp_1
Tuber_pseudobrumale_6	ectomycorrhizal	Tuber	Tuber_pseudobrumale_6
Remersonia_thermophila_3	dung_saprotroph	Remersonia	Remersonia_thermophila_3
GS11_sp_71	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_71
Paraphoma_radicina_2	plant_pathogen	Paraphoma	Paraphoma_radicina_2
Alternaria_chlamydosporigena_1	plant_pathogen	Alternaria	Alternaria_chlamydosporigena_1
Endogonomycetes_sp_2	unknown_primary_lyfestyle	Endogonomycetes_gen_Incertae_sedis	Endogonomycetes_sp_2
Pleosporales_sp_20	unknown_primary_lyfestyle	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_20
Septoglomus_sp_9	arbuscular_mycorrhizal	Septoglomus	Septoglomus_sp_9
Helminthosporium_genistae_6	plant_pathogen	Helminthosporium	Helminthosporium_genistae_6
Fusarium_equiseti_31	plant_pathogen	Fusarium	Fusarium_equiseti_31
Rozellomycota_sp_81	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_81
Coniosporium_sp_39	plant_pathogen	Coniosporium	Coniosporium_sp_39
Iodophanus_sp_2	soil_saprotroph	Iodophanus	Iodophanus_sp_2
Rhizopus_sexualis_1	soil_saprotroph	Rhizopus	Rhizopus_sexualis_1
Arthroderma_redellii_4	animal_parasite	Arthroderma	Arthroderma_redellii_4
Stephanosporaceae_sp_1	unknown_primary_lyfestyle	Stephanosporaceae_gen_Incertae_sedis	Stephanosporaceae_sp_1
Fenestella_parafenestrata_51	wood_saprotroph	Fenestella	Fenestella_parafenestrata_51
Ilyonectria_mors-panacis_2	plant_pathogen	Ilyonectria	Ilyonectria_mors-panacis_2
Pleosporales_sp_21	unknown_primary_lyfestyle	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_21
Fusarium_oxysporum_5	plant_pathogen	Fusarium	Fusarium_oxysporum_5
Arthuriomyces_peckianus_1	plant_pathogen	Arthuriomyces	Arthuriomyces_peckianus_1
Curvularia_kusanoi_1	plant_pathogen	Curvularia	Curvularia_kusanoi_1
Pseudovirgaria_grisea_3	unknown_primary_lyfestyle	Pseudovirgaria	Pseudovirgaria_grisea_3
Hygrophorus_exiguus_1	ectomycorrhizal	Hygrophorus	Hygrophorus_exiguus_1
Serendipitaceae_sp_7	unknown_primary_lyfestyle	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp_7
Branch06_sp_7	unknown_primary_lyfestyle	Branch06_gen_Incertae_sedis	Branch06_sp_7
Fungi_sp_214	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_214
Fungi_sp_215	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_215
Tuber_pseudobrumale_7	ectomycorrhizal	Tuber	Tuber_pseudobrumale_7
Chaetomium_longiciliatum_3	litter_saprotroph	Chaetomium	Chaetomium_longiciliatum_3
GS11_sp_72	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_72
Pezizomycotina_sp_12	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_12
Kernia_columnaris_2	dung_saprotroph	Kernia	Kernia_columnaris_2
Hypoxylon_chrysalidosporum_1	wood_saprotroph	Hypoxylon	Hypoxylon_chrysalidosporum_1
Fungi_sp_216	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_216
Lophiostoma_sp_1	wood_saprotroph	Lophiostoma	Lophiostoma_sp_1
Peziza_sp_49	soil_saprotroph	Peziza	Peziza_sp_49
Filobasidium_oeirense_4	unspecified_saprotroph	Filobasidium	Filobasidium_oeirense_4
Cladochytriales_sp_2	unknown_primary_lyfestyle	Cladochytriales_gen_Incertae_sedis	Cladochytriales_sp_2
Orbiliales_sp_16	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_16
Helminthosporium_genistae_7	plant_pathogen	Helminthosporium	Helminthosporium_genistae_7
Fungi_sp_217	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_217
Ceratobasidiaceae_sp_5	unknown_primary_lyfestyle	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp_5
Fungi_sp_218	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_218
Ophiostoma_aggregatum_8	plant_pathogen	Ophiostoma	Ophiostoma_aggregatum_8
Pezizomycotina_sp_13	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_13
Fungi_sp_219	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_219
GS11_sp_73	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_73
Bisifusarium_biseptatum_24	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_24
Aspergillus_crustosus_2	unspecified_saprotroph	Aspergillus	Aspergillus_crustosus_2
Geotrichum_silvicola_8	nectar/tap_saprotroph	Geotrichum	Geotrichum_silvicola_8
GS06_sp_3	unknown_primary_lyfestyle	GS06_gen_Incertae_sedis	GS06_sp_3
Wynnea_macrospora_1	mycoparasite	Wynnea	Wynnea_macrospora_1
Fusarium_equiseti_32	plant_pathogen	Fusarium	Fusarium_equiseti_32
Fungi_sp_220	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_220
Mortierellaceae_sp_12	unknown_primary_lyfestyle	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp_12
Dipodascus_capitatus_4	nectar/tap_saprotroph	Dipodascus	Dipodascus_capitatus_4
Glomeraceae_sp_43	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_43
Metschnikowia_noctiluminum_5	nectar/tap_saprotroph	Metschnikowia	Metschnikowia_noctiluminum_5
Davidiellomyces_australiensis_16	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_16
Cyniclomyces_guttulatus_2	dung_saprotroph	Cyniclomyces	Cyniclomyces_guttulatus_2
GS11_sp_74	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_74
Phyllosticta_catimbauensis_1	unknown_primary_lyfestyle	Phyllosticta	Phyllosticta_catimbauensis_1
Pseudocosmospora_rogersonii_2	mycoparasite	Pseudocosmospora	Pseudocosmospora_rogersonii_2
Candida_tetrigidarum_3	nectar/tap_saprotroph	Candida	Candida_tetrigidarum_3
Preussia_sp_7	dung_saprotroph	Preussia	Preussia_sp_7
Fungi_sp_221	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_221
Scolecobasidium_humicola_1	animal_parasite	Scolecobasidium	Scolecobasidium_humicola_1
Xepicula_leucotricha_6	soil_saprotroph	Xepicula	Xepicula_leucotricha_6
Fusarium_equiseti_33	plant_pathogen	Fusarium	Fusarium_equiseti_33
Pezizomycotina_sp_14	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_14
Ascomycota_sp_58	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_58
Fungi_sp_222	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_222
Microascus_cinereus_2	soil_saprotroph	Microascus	Microascus_cinereus_2
Inocybe_blandula_3	ectomycorrhizal	Inocybe	Inocybe_blandula_3
Fusarium_equiseti_34	plant_pathogen	Fusarium	Fusarium_equiseti_34
Epicoccum_thailandicum_5	plant_pathogen	Epicoccum	Epicoccum_thailandicum_5
Basidioascus_persicus_1	soil_saprotroph	Basidioascus	Basidioascus_persicus_1
Russula_paravioleipes_1	ectomycorrhizal	Russula	Russula_paravioleipes_1
Discinellaceae_sp_3	unknown_primary_lyfestyle	Discinellaceae_gen_Incertae_sedis	Discinellaceae_sp_3
Parasympodiellaceae_sp_1	unknown_primary_lyfestyle	Parasympodiellaceae_gen_Incertae_sedis	Parasympodiellaceae_sp_1
Clavariaceae_sp_2	unknown_primary_lyfestyle	Clavariaceae_gen_Incertae_sedis	Clavariaceae_sp_2
Cadophora_rotunda_2	litter_saprotroph	Cadophora	Cadophora_rotunda_2
Basidiomycota_sp_3	unknown_primary_lyfestyle	Basidiomycota_gen_Incertae_sedis	Basidiomycota_sp_3
Hormonema_macrosporum_1	unknown_primary_lyfestyle	Hormonema	Hormonema_macrosporum_1
Glomus_sp_43	arbuscular_mycorrhizal	Glomus	Glomus_sp_43
Ciliophora_sp_4	unknown_primary_lyfestyle	Ciliophora	Ciliophora_sp_4
Lactarius_sulphosmus_6	ectomycorrhizal	Lactarius	Lactarius_sulphosmus_6
Basidiomycota_sp_4	unknown_primary_lyfestyle	Basidiomycota_gen_Incertae_sedis	Basidiomycota_sp_4
Fungi_sp_223	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_223
Microdochium_colombiense_2	plant_pathogen	Microdochium	Microdochium_colombiense_2
Fungi_sp_224	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_224
Candida_tetrigidarum_4	nectar/tap_saprotroph	Candida	Candida_tetrigidarum_4
Psathyrella_mycenoides_3	wood_saprotroph	Psathyrella	Psathyrella_mycenoides_3
Fusarium_variasi_6	plant_pathogen	Fusarium	Fusarium_variasi_6
Capnodiales_sp_3	unknown_primary_lyfestyle	Capnodiales_gen_Incertae_sedis	Capnodiales_sp_3
Pulvinulaceae_sp_2	unknown_primary_lyfestyle	Pulvinulaceae_gen_Incertae_sedis	Pulvinulaceae_sp_2
Cutaneotrichosporon_cutaneum_1	animal_parasite	Cutaneotrichosporon	Cutaneotrichosporon_cutaneum_1
Collembolispora_aristata_1	litter_saprotroph	Collembolispora	Collembolispora_aristata_1
Cystofilobasidium_macerans_3	litter_saprotroph	Cystofilobasidium	Cystofilobasidium_macerans_3
Entyloma_cosmi_1	plant_pathogen	Entyloma	Entyloma_cosmi_1
Fusarium_buharicum_15	plant_pathogen	Fusarium	Fusarium_buharicum_15
Longihyalospora_ampeli_3	unknown_primary_lyfestyle	Longihyalospora	Longihyalospora_ampeli_3
Fulvifomes_sp_1	wood_saprotroph	Fulvifomes	Fulvifomes_sp_1
Volutella_consors_2	plant_pathogen	Volutella	Volutella_consors_2
Fungi_sp_225	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_225
Septoglomus_viscosum_3	arbuscular_mycorrhizal	Septoglomus	Septoglomus_viscosum_3
Heterophoma_nobilis_3	plant_pathogen	Heterophoma	Heterophoma_nobilis_3
Cordyceps_fumosorosea_18	animal_parasite	Cordyceps	Cordyceps_fumosorosea_18
Peziza_sp_50	soil_saprotroph	Peziza	Peziza_sp_50
Tuber_brennemanii_3	ectomycorrhizal	Tuber	Tuber_brennemanii_3
Pezizomycotina_sp_15	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_15
Glomus_aggregatum_6	arbuscular_mycorrhizal	Glomus	Glomus_aggregatum_6
Setophoma_terrestris_2	plant_pathogen	Setophoma	Setophoma_terrestris_2
Oomyces_sp_1	unknown_primary_lyfestyle	Oomyces	Oomyces_sp_1
Phomatospora_biseriata_3	wood_saprotroph	Phomatospora	Phomatospora_biseriata_3
Pseudocyphellaria_hawaiiensis_9	lichenized	Pseudocyphellaria	Pseudocyphellaria_hawaiiensis_9
Plectosphaerella_melonis_2	plant_pathogen	Plectosphaerella	Plectosphaerella_melonis_2
Bisifusarium_biseptatum_25	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_25
Agaricomycetes_sp_23	unknown_primary_lyfestyle	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_23
Peziza_sp_51	soil_saprotroph	Peziza	Peziza_sp_51
Genolevuria_armeniaca_1	unspecified_saprotroph	Genolevuria	Genolevuria_armeniaca_1
Bisifusarium_biseptatum_26	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_26
Ascomycota_sp_59	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_59
Geopora_arenicola_3	ectomycorrhizal	Geopora	Geopora_arenicola_3
Pezizaceae_sp_12	unknown_primary_lyfestyle	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_12
Tuber_mexiusanum_8	ectomycorrhizal	Tuber	Tuber_mexiusanum_8
Fungi_sp_226	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_226
Cordyceps_changbaiensis_2	animal_parasite	Cordyceps	Cordyceps_changbaiensis_2
Rhizophlyctis_sp_4	litter_saprotroph	Rhizophlyctis	Rhizophlyctis_sp_4
Peziza_sp_52	soil_saprotroph	Peziza	Peziza_sp_52
Fungi_sp_227	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_227
Fungi_sp_228	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_228
Dioszegia_sp_1	litter_saprotroph	Dioszegia	Dioszegia_sp_1
Fungi_sp_229	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_229
Cladochytriales_sp_3	unknown_primary_lyfestyle	Cladochytriales_gen_Incertae_sedis	Cladochytriales_sp_3
Russula_sp_4	ectomycorrhizal	Russula	Russula_sp_4
Tulostoma_sp_1	soil_saprotroph	Tulostoma	Tulostoma_sp_1
Nephroma_flavorhizinatum_29	lichenized	Nephroma	Nephroma_flavorhizinatum_29
Agaricales_sp_9	unknown_primary_lyfestyle	Agaricales_gen_Incertae_sedis	Agaricales_sp_9
Bisifusarium_biseptatum_27	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_27
Lactifluus_crocatus_2	ectomycorrhizal	Lactifluus	Lactifluus_crocatus_2
Herpotrichiellaceae_sp_10	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_10
Fenestella_parafenestrata_52	wood_saprotroph	Fenestella	Fenestella_parafenestrata_52
Ascobolus_sp_10	litter_saprotroph	Ascobolus	Ascobolus_sp_10
Cladorrhinum_sp_5	unspecified_saprotroph	Cladorrhinum	Cladorrhinum_sp_5
Kiskunsagia_ubrizsyi_20	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_20
Scleroderma_yunnanense_11	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_11
Kiskunsagia_ubrizsyi_21	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_21
Coprinopsis_sp_4	soil_saprotroph	Coprinopsis	Coprinopsis_sp_4
Fusarium_buharicum_16	plant_pathogen	Fusarium	Fusarium_buharicum_16
Coprinopsis_sp_5	soil_saprotroph	Coprinopsis	Coprinopsis_sp_5
Lactarius_sulphosmus_7	ectomycorrhizal	Lactarius	Lactarius_sulphosmus_7
Apiospora_iberica_1	plant_pathogen	Apiospora	Apiospora_iberica_1
Cylindrosympodioides_sp_1	epiphyte	Cylindrosympodioides	Cylindrosympodioides_sp_1
Dipodascaceae_sp_2	unknown_primary_lyfestyle	Dipodascaceae_gen_Incertae_sedis	Dipodascaceae_sp_2
Periconia_didymospora_2	plant_pathogen	Periconia	Periconia_didymospora_2
Chytridiomycota_sp_4	unknown_primary_lyfestyle	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_4
Peziza_sp_53	soil_saprotroph	Peziza	Peziza_sp_53
Chytridiomycota_sp_5	unknown_primary_lyfestyle	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_5
Chaetomium_angulare_1	litter_saprotroph	Chaetomium	Chaetomium_angulare_1
Tremellodendropsidales_sp_1	unknown_primary_lyfestyle	Tremellodendropsidales_gen_Incertae_sedis	Tremellodendropsidales_sp_1
Peziza_sp_54	soil_saprotroph	Peziza	Peziza_sp_54
Barrmaelia_rhamnicola_2	unspecified_saprotroph	Barrmaelia	Barrmaelia_rhamnicola_2
Ilyonectria_liriodendri_3	plant_pathogen	Ilyonectria	Ilyonectria_liriodendri_3
GS05_sp_5	unknown_primary_lyfestyle	GS05_gen_Incertae_sedis	GS05_sp_5
Coniosporium_sp_40	plant_pathogen	Coniosporium	Coniosporium_sp_40
Rozellomycota_sp_82	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_82
Peziza_sp_55	soil_saprotroph	Peziza	Peziza_sp_55
Rhizophydiales_sp_12	unknown_primary_lyfestyle	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_sp_12
Fungi_sp_230	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_230
Inocybe_curvipes_1	ectomycorrhizal	Inocybe	Inocybe_curvipes_1
Dennisiomyces_griseus_1	unspecified_saprotroph	Dennisiomyces	Dennisiomyces_griseus_1
Hypocreales_sp_13	unknown_primary_lyfestyle	Hypocreales_gen_Incertae_sedis	Hypocreales_sp_13
Peziza_sp_56	soil_saprotroph	Peziza	Peziza_sp_56
Sordariomycetes_sp_18	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_18
Peziza_sp_57	soil_saprotroph	Peziza	Peziza_sp_57
Blastocladiales_sp_5	unknown_primary_lyfestyle	Blastocladiales_gen_Incertae_sedis	Blastocladiales_sp_5
Clavispora_sp_1	litter_saprotroph	Clavispora	Clavispora_sp_1
Trichomeriaceae_sp_16	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_16
Fungi_sp_231	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_231
Tuber_beyerlei_1	ectomycorrhizal	Tuber	Tuber_beyerlei_1
Fungi_sp_232	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_232
Clavaria_sp_2	soil_saprotroph	Clavaria	Clavaria_sp_2
Davidiellomyces_australiensis_17	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_17
Fungi_sp_233	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_233
Dipodascus_capitatus_5	nectar/tap_saprotroph	Dipodascus	Dipodascus_capitatus_5
GS05_sp_6	unknown_primary_lyfestyle	GS05_gen_Incertae_sedis	GS05_sp_6
Fenestella_parafenestrata_53	wood_saprotroph	Fenestella	Fenestella_parafenestrata_53
Exserohilum_khartoumense_8	plant_pathogen	Exserohilum	Exserohilum_khartoumense_8
Glomeraceae_sp_44	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_44
Peziza_sp_58	soil_saprotroph	Peziza	Peziza_sp_58
Laetiporus_caribensis_2	plant_pathogen	Laetiporus	Laetiporus_caribensis_2
Aphelidiomycota_sp_13	unknown_primary_lyfestyle	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_13
Clitopilus_scyphoides_1	litter_saprotroph	Clitopilus	Clitopilus_scyphoides_1
Ambispora_sp_1	arbuscular_mycorrhizal	Ambispora	Ambispora_sp_1
Retroconis_fusiformis_2	foliar_endophyte	Retroconis	Retroconis_fusiformis_2
Mucor_circinelloides_2	soil_saprotroph	Mucor	Mucor_circinelloides_2
Mucor_hiemalis_1	soil_saprotroph	Mucor	Mucor_hiemalis_1
Ascomycota_sp_60	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_60
Polyporales_sp_1	unknown_primary_lyfestyle	Polyporales_gen_Incertae_sedis	Polyporales_sp_1
Pezizomycotina_sp_16	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_16
Fusarium_variasi_7	plant_pathogen	Fusarium	Fusarium_variasi_7
Dichostereum_effuscatum_1	wood_saprotroph	Dichostereum	Dichostereum_effuscatum_1
Vacuiphoma_bulgarica_1	animal_parasite	Vacuiphoma	Vacuiphoma_bulgarica_1
Fungi_sp_234	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_234
Glomus_sp_44	arbuscular_mycorrhizal	Glomus	Glomus_sp_44
Peziza_sp_59	soil_saprotroph	Peziza	Peziza_sp_59
Tuber_puberulum_7	ectomycorrhizal	Tuber	Tuber_puberulum_7
Bisifusarium_biseptatum_28	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_28
Fungi_sp_235	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_235
Fungi_sp_236	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_236
Fenestella_parafenestrata_54	wood_saprotroph	Fenestella	Fenestella_parafenestrata_54
Davidiellomyces_australiensis_18	unknown_primary_lyfestyle	Davidiellomyces	Davidiellomyces_australiensis_18
Rozellomycota_sp_83	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_83
Glomeraceae_sp_45	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_45
Helvella_bachu_35	ectomycorrhizal	Helvella	Helvella_bachu_35
Arthrographis_sp_6	unspecified_saprotroph	Arthrographis	Arthrographis_sp_6
Umbilicaria_sp_1	lichenized	Umbilicaria	Umbilicaria_sp_1
Neocucurbitaria_aetnensis_20	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_20
Candida_auris_6	nectar/tap_saprotroph	Candida	Candida_auris_6
Hyphopichia_gotoi_2	nectar/tap_saprotroph	Hyphopichia	Hyphopichia_gotoi_2
Xylariales_sp_6	unknown_primary_lyfestyle	Xylariales_gen_Incertae_sedis	Xylariales_sp_6
Fungi_sp_237	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_237
Septoria_glycinicola_2	unknown_primary_lyfestyle	Septoria	Septoria_glycinicola_2
Ascomycota_sp_61	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_61
Helminthosporium_genistae_8	plant_pathogen	Helminthosporium	Helminthosporium_genistae_8
Rhizophydiales_sp_13	unknown_primary_lyfestyle	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_sp_13
Peziza_sp_60	soil_saprotroph	Peziza	Peziza_sp_60
Helvella_bachu_36	ectomycorrhizal	Helvella	Helvella_bachu_36
Fungi_sp_238	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_238
Fusarium_buharicum_17	plant_pathogen	Fusarium	Fusarium_buharicum_17
Colletotrichum_aciculare_2	plant_pathogen	Colletotrichum	Colletotrichum_aciculare_2
Coniosporium_sp_41	plant_pathogen	Coniosporium	Coniosporium_sp_41
Entyloma_carmeli_15	plant_pathogen	Entyloma	Entyloma_carmeli_15
Bulbilla_applanata_1	lichen_parasite	Bulbilla	Bulbilla_applanata_1
zz_no_fungi_10	unknown_primary_lyfestyle		zz_no_fungi_10
Chytridiomycota_sp_6	unknown_primary_lyfestyle	Chytridiomycota_gen_Incertae_sedis	Chytridiomycota_sp_6
Blastocladiomycota_sp_4	unknown_primary_lyfestyle	Blastocladiomycota_gen_Incertae_sedis	Blastocladiomycota_sp_4
Lactarius_lacunarum_12	ectomycorrhizal	Lactarius	Lactarius_lacunarum_12
Serendipitaceae_sp_8	unknown_primary_lyfestyle	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp_8
Candida_auris_7	nectar/tap_saprotroph	Candida	Candida_auris_7
Pezizaceae_sp_13	unknown_primary_lyfestyle	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_13
Sistotrema_porulosum_1	litter_saprotroph	Sistotrema	Sistotrema_porulosum_1
Herpotrichiellaceae_sp_11	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_11
Coniosporium_sp_42	plant_pathogen	Coniosporium	Coniosporium_sp_42
Cordycipitaceae_sp_3	unknown_primary_lyfestyle	Cordycipitaceae_gen_Incertae_sedis	Cordycipitaceae_sp_3
Bisifusarium_biseptatum_29	litter_saprotroph	Bisifusarium	Bisifusarium_biseptatum_29
Zymoseptoria_sp_1	unknown_primary_lyfestyle	Zymoseptoria	Zymoseptoria_sp_1
Elaphomyces_borealis_1	ectomycorrhizal	Elaphomyces	Elaphomyces_borealis_1
GS11_sp_75	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_75
Verticillium_nubilum_2	plant_pathogen	Verticillium	Verticillium_nubilum_2
Torula_fici_1	foliar_endophyte	Torula	Torula_fici_1
Ophiognomonia_micromegala_1	plant_pathogen	Ophiognomonia	Ophiognomonia_micromegala_1
Tuber_mexiusanum_9	ectomycorrhizal	Tuber	Tuber_mexiusanum_9
Peziza_sp_61	soil_saprotroph	Peziza	Peziza_sp_61
Fungi_sp_239	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_239
