OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
Helvella_bachu_33	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_194
Helvella_bachu_34	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Sarcodon	Sarcodon_sp_1
Inocybe_sp_7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Aphroditeola	Aphroditeola_olida_1
Tuber_brennemanii_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_195
Tuber_pseudobrumale_6	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_73
Hygrophorus_exiguus_1	Fungi	Chytridiomycota	GS14	GS14_ord_Incertae_sedis	GS14_fam_Incertae_sedis	GS14_gen_Incertae_sedis	GS14_sp_3
Tuber_pseudobrumale_7	Fungi	Basidiomycota	Basidiomycota_cls_Incertae_sedis	Basidiomycota_ord_Incertae_sedis	Basidiomycota_fam_Incertae_sedis	Basidiomycota_gen_Incertae_sedis	Basidiomycota_sp_2
Inocybe_blandula_3	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_54
Russula_paravioleipes_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps	Cordyceps_fumosorosea_17
Lactarius_sulphosmus_6	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_55
Tuber_brennemanii_3	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_13
Geopora_arenicola_3	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_196
Tuber_mexiusanum_8	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_noctiluminum_2
Russula_sp_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_puberulum_6
Lactifluus_crocatus_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_197
Scleroderma_yunnanense_11	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces	Zygosaccharomyces_bailii_3
Lactarius_sulphosmus_7	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ophiostoma	Ophiostoma_album_1
Inocybe_curvipes_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricaceae_gen_Incertae_sedis	Agaricaceae_sp_2
Tuber_beyerlei_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_noctiluminum_3
Tuber_puberulum_7	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_hainanensis_3
Helvella_bachu_35	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Eremomycetaceae	Arthrographis	Arthrographis_longispora_1
Helvella_bachu_36	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Pannariaceae	Gibbosporina	Gibbosporina_mascarena_4
Lactarius_lacunarum_12	Fungi	Basidiomycota	Agaricomycetes	Boletales	Sclerodermataceae	Scleroderma	Scleroderma_yunnanense_10
Elaphomyces_borealis_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_198
Tuber_mexiusanum_9	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_flavus_2
Tuber_puberulum_8	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_sp_6
Lactarius_lacunarum_13	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_mycenoides_2
Tuber_pseudobrumale_8	Fungi	Ascomycota	Ascomycota_cls_Incertae_sedis	Ascomycota_ord_Incertae_sedis	Ascomycota_fam_Incertae_sedis	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_56
Helvella_bachu_37	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellales_fam_Incertae_sedis	Savoryellales_gen_Incertae_sedis	Savoryellales_sp_1
Tuber_mexiusanum_10	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	Neocucurbitaria_aetnensis_18
Lactarius_lacunarum_14	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Spiromyces	Spiromyces_sp_1
Cortinarius_sp_1	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor_lusitanicus_1
Phaeocollybia_cidaris_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_36
Lactarius_lacunarum_15	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_199
Inocybe_sp_8	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_biseptatum_19
Tuber_puberulum_9	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	Pseudocosmospora_eutypellae_2
Inocybe_blandula_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_38
Lactarius_lacunarum_16	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_37
Lactarius_sulphosmus_8	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_39
Tuber_elevatireticulatum_4	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Naganishia	Naganishia_diffluens_2
Laccaria_sp_1	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS06	GS06_fam_Incertae_sedis	GS06_gen_Incertae_sedis	GS06_sp_2
Lactarius_lacunarum_17	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_200
Lactarius_lacunarum_18	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_201
Helvella_bachu_38	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pseudoclitocybaceae	Clitopaxillus	Clitopaxillus_fibulatus_1
Tomentella_sp_6	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis_sp_7
Tuber_oligospermum_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_46
Inocybe_baltica_5	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_lacunarum_10
Tomentellopsis_sp_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	Ilyonectria_liriodendri_2
Lactarius_lacunarum_19	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_40
Cortinarius_conterminus_2	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora_paranaensis_3
Hydnum_pallidocroceum_2	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_chinense_4
Tuber_pseudobrumale_9	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinales_fam_Incertae_sedis	Sebacinales_gen_Incertae_sedis	Sebacinales_sp_4
Tuber_mexiusanum_11	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_bachu_31
Lactifluus_albopicrus_1	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_63
Lactarius_kesiyae_4	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_202
Helvella_bachu_39	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_41
Balsamia_hellenica_5	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora_biseriata_2
Helvella_bachu_40	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_biseptatum_20
Hydnum_pallidocroceum_3	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Monosporascus	Monosporascus_sp_2
Tuber_beyerlei_2	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Acremonium	Acremonium_fusidioides_1
Inocybe_furfurea_1	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Enterocarpus	Enterocarpus_grenotii_2
Inocybe_thrudiae_1	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_64
Tuber_pseudobrumale_10	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliales_fam_Incertae_sedis	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_14
Inocybe_somae_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Cortinarius	Cortinarius_epiphaeus_1
Tuber_mexiusanum_12	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Davidiellomyces	Davidiellomyces_australiensis_15
Tuber_rufum_2	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_42
Tuber_beyerlei_3	Fungi	Ascomycota	Dothideomycetes	Dothideomycetes_ord_Incertae_sedis	Dothideomycetes_fam_Incertae_sedis	Pseudoarthrographis	Pseudoarthrographis_sp_13
Lactarius_sulphosmus_9	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_47
Lactarius_kesiyae_5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_48
Helvella_bachu_41	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Gymnosporangiaceae	Gymnosporangium	Gymnosporangium_huanglongense_1
Pisolithus_sp_5	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_203
Trichophaea_sp_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia	Metschnikowia_noctiluminum_4
Scleroderma_yunnanense_12	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_204
Russula_pseudointegra_1	Fungi	Neocallimastigomycota	Neocallimastigomycetes	Neocallimastigales	Neocallimastigaceae	Piromyces	Piromyces_sp_2
Tuber_mexiusanum_13	Fungi	Blastocladiomycota	Blastocladiomycota_cls_Incertae_sedis	Blastocladiomycota_ord_Incertae_sedis	Blastocladiomycota_fam_Incertae_sedis	Blastocladiomycota_gen_Incertae_sedis	Blastocladiomycota_sp_3
Helvella_bachu_42	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_sp_7
Phaeocollybia_cidaris_2	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_205
Russula_echidna_3	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_crocatus_1
Scleroderma_yunnanense_13	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_16
Lactarius_lacunarum_20	Fungi	Ascomycota	Sordariomycetes	Branch06	Branch06_fam_Incertae_sedis	Branch06_gen_Incertae_sedis	Branch06_sp_6
Tuber_rufum_3	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_74
Cortinarius_epiphaeus_2	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Juglanconidaceae	Juglanconis	Juglanconis_pterocaryae_2
Tuber_pseudobrumale_11	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_zonata_8
Tuber_beyerlei_4	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Cladochytriales_fam_Incertae_sedis	Cladochytriales_gen_Incertae_sedis	Cladochytriales_sp_1
Tuber_brennemanii_4	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_10
Tomentellopsis_sp_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Chaetasbolisia	Chaetasbolisia_eupatorii_4
Amanita_pelioma_1	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae	Savoryella	Savoryella_sp_2
Lactarius_sp_1	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Pseudocercospora	Pseudocercospora_paranaensis_4
Hortiboletus_napaeus_1	Fungi	Basidiomycota	Agaricomycetes	Phallales	Gastrosporiaceae	Gastrosporium	Gastrosporium_simplex_2
Tuber_puberulum_10	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Fenestella	Fenestella_parafenestrata_49
Hydnellum_sp_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_206
Tuber_pseudobrumale_12	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_biseptatum_21
Cortinarius_pinisquamulosus_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_40
Hygrophorus_exiguus_2	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_pseudobrumale_4
Cortinarius_epiphaeus_3	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_buharicum_14
Helvella_bachu_43	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Microdominikia	Microdominikia_sp_1
Sebacina_sp_5	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_75
Russula_sp_5	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Lophiostomataceae_gen_Incertae_sedis	Lophiostomataceae_sp_1
Scleroderma_yunnanense_14	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_38
Sebacina_cystidiata_1	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_lacunarum_11
Cortinarius_privignatus_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	Sporormiella_similis_1
Lactarius_lacunarum_21	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina_phaseolina_1
Russula_sp_6	Fungi	Basidiomycota	Agaricomycetes	Phallales	Gastrosporiaceae	Gastrosporium	Gastrosporium_simplex_3
Helvella_bachu_44	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	Rhodotorula_kratochvilovae_2
Geopora_arenicola_4	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_bachu_32
Russula_sp_7	Fungi	Ascomycota	Dothideomycetes	Cladosporiales	Cladosporiaceae	Toxicocladosporium	Toxicocladosporium_chlamydosporum_8
Pseudotomentella_sp_1	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaetaceae_gen_Incertae_sedis	Hymenochaetaceae_sp_1
Tuber_mexiusanum_14	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_207
Geopora_arenicola_5	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_tetrigidarum_2
Tuber_pseudobrumale_13	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Sampaiozyma	Sampaiozyma_vanillica_1
Humaria_sp_1	Fungi	Ascomycota	Sordariomycetes	Sordariomycetes_ord_Incertae_sedis	Sordariomycetes_fam_Incertae_sedis	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_17
Tuber_mexiusanum_15	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae_gen_Incertae_sedis	Stachybotryaceae_sp_3
Lactarius_lacunarum_22	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Nephroma	Nephroma_flavorhizinatum_27
Gomphus_yunnanensis_1	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_34
Tricholoma_mastoideum_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_43
Inocybe_baltica_6	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_rosinii_1
Tuber_sp_6	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Chaetothyriales_fam_Incertae_sedis	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_22
Boletus_satanas_2	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_pseudobrumale_5
Amanita_sp_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella_bachu_33
Scleroderma_yunnanense_15	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Tremella	Tremella_cheejenii_2
Tuber_pseudobrumale_14	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Chalara	Chalara_hyalina_1
Tuber_beyerlei_5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	Entoloma_griseocarpum_1
Inocybe_sp_9	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_35
Gyroporus_austrobrasiliensis_1	Fungi	Basidiomycota	Exobasidiomycetes	Entylomatales	Entylomataceae	Entyloma	Entyloma_carmeli_14
Boletus_sp_1	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp_44
Tuber_elevatireticulatum_5	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	Gymnopilus_ochraceus_1
Tuber_pseudobrumale_15	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_14
Pisolithus_sp_6	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_subaurantiacus_1
Scleroderma_yunnanense_16	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_39
Cortinarius_sp_2	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Catenulomyces	Catenulomyces_convolutus_1
Lactarius_lacunarum_23	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11	GS11_fam_Incertae_sedis	GS11_gen_Incertae_sedis	GS11_sp_65
Inocybe_sp_10	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora_sp_2
Lactarius_lacunarum_24	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_40
Tomentella_sp_7	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_sp_2
Helvella_bachu_45	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Helminthosporium	Helminthosporium_genistae_4
Scleroderma_yunnanense_17	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Nephroma	Nephroma_flavorhizinatum_28
Scleroderma_yunnanense_18	Fungi	Aphelidiomycota	Aphelidiomycota_cls_Incertae_sedis	Aphelidiomycota_ord_Incertae_sedis	Aphelidiomycota_fam_Incertae_sedis	Aphelidiomycota_gen_Incertae_sedis	Aphelidiomycota_sp_12
Pisolithus_arhizus_1	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera_fabianii_1
Lactarius_lacunarum_25	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	Rhizophagus_irregularis_5
Inocybe_baltica_7	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_keratoplasticum_1
Scleroderma_yunnanense_19	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Rhizoctonia	Rhizoctonia_solani_2
Tuber_mexiusanum_16	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_208
Tuber_mexiusanum_17	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Sordariales_gen_Incertae_sedis	Sordariales_sp_18
Lactarius_lacunarum_26	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Funneliformis	Funneliformis_sp_8
Tomentella_sp_8	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Hyphopichia	Hyphopichia_burtonii_1
Tomentella_sp_9	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectriaceae_gen_Incertae_sedis	Bionectriaceae_sp_3
Lactifluus_sp_1	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Lichtheimia	Lichtheimia_ramosa_4
Wilcoxina_rehmii_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Laburnicola	Laburnicola_sp_2
Inocybe_latibulosa_1	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascaceae_gen_Incertae_sedis	Microascaceae_sp_3
Violaceomyces_palustris_1	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	Trichomerium_flexuosum_3
Kockovaella_prillingeri_1	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_36
Violaceomyces_palustris_2	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Zopfiella	Zopfiella_sp_2
Cylindrosympodioides_sp_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_209
Symmetrospora_coprosmae_1	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum_atrogriseum_2
Violaceomyces_palustris_3	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_41
Symmetrospora_coprosmae_2	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_terricola_4
Buckleyzyma_aurantiaca_1	Fungi	Ascomycota	Dothideomycetes	Muyocopronales	Muyocopronaceae	Leptodiscella	Leptodiscella_sexualis_1
Buckleyzyma_kluyveri-nielii_1	Fungi	Rozellomycota	Rozellomycota_cls_Incertae_sedis	Rozellomycota_ord_Incertae_sedis	Rozellomycota_fam_Incertae_sedis	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_76
Buckleyzyma_aurantiaca_2	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis_sp_1
Retroconis_fusiformis_1	Fungi	Ascomycota	Dothideomycetes	Coniosporiales	Coniosporiaceae	Coniosporium	Coniosporium_sp_37
Paecilomyces_variotii_1	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetales_fam_Incertae_sedis	Lobulomycetales_gen_Incertae_sedis	Lobulomycetales_sp_8
Bartalinia_robillardoides_1	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe_moseri_1
Trichomerium_flexuosum_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_sp_42
Anthostomella_lamiacearum_1	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Bisifusarium	Bisifusarium_delphinoides_1
Acrostalagmus_luteoalbus_1	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Helminthosporium	Helminthosporium_genistae_5
Gloeopycnis_protuberans_1	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_iranica_1
Myceliophthora_lutea_1	Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Fungi_gen_Incertae_sedis	Fungi_sp_210
Acrostalagmus_luteoalbus_2	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	Clitopilus_sp_3
